coursenumber,career,condition,daytime,description,instructor,location,name,section,sectionid,subsections,type
RLST24202,Undergraduate,Open,Tue Thu : 10:30 AM-11:50 AM,"Following on the Indian Philosophy I course offered winter term, this course will survey major developments in the mature period of scholastic philosophy in India — a period, beginning a little before the middle of the first millennium C.E., that is characterized by extensive and sophisticated debate (made possible by the emergence of a largely shared vocabulary of key philosophical concepts) among philosophers from a great variety of schools of thought.",Daniel Arnold,Swift Hall 208,Indian Philosophy-2,1,[41216],[],LEC
RLST24910,Undergraduate,Open,Tue Thu : 03:00 PM-04:20 PM,"The course will examine two major French existential thinkers, Blaise Pascal and Simone Weil, focusing on their intellectual background, their strong originality, and their religious perspective.",Thomas Pavel,Wieboldt Hall 207,Pascal and Simone Weil,1,[41322],[],LEC
RLST25405,Undergraduate,Open,Tue Thu : 09:00 AM-10:20 AM,"A study of Milton’s major writings in lyric, epic, tragedy, and political prose, with emphasis upon his evolving sense of his poetic vocation and career in relation to his vision of literary, political, and cosmic history. (C, E, F)",Joshua K Scodel,TBA,Milton,1,[54664],[],SEM
RLST26150,Undergraduate,Open,TBA,"This course will be an introduction to the ideas and meditative practices of the Theravada school of South and Southeast Asian Buddhism, from ancient to modern times. It will study both classical texts and modern ethnography.",Steven Collins,TBA,Intro to Buddhism,1,[53568],[],LEC
RLST28215,Undergraduate,Open,Tue : 01:30 PM-04:20 PM,,Olga Solovieva,TBA,Thomas Mann's Joseph and His Brothers,1,[54352],[],SEM
RLST28716,Undergraduate,Open,Mon Wed : 01:30 PM-04:20 PM,"This course will explore the fascinating culture of covering and veiling sacred icons, or images that were thought to cause trauma or outrage in the European tradition. It will begin in the ancient world and explore medieval, Renaissance and modern art – both paintings and sculptures, as well as images that represent the covering of images… It will attempt to restore the sensual, the tactile and the performative to the experience of viewing art and engaging with its powers, by contrast to the prevailing regime of disinterested contemplation encouraged by the modernist art gallery.",Jas Elsner,TBA,Veiling the Image: Sacred & Profane-Antiquity to Modernity,1,[54831],[],SEM
RLST29700,Undergraduate,Open,TBA,No description available. Prerequisite(s): Consent of faculty supervisor and Director of Undergraduate Studies. Note(s): Students are required to submit the College Reading and Research Course Form.,Nathan John Ristuccia,TBA,Reading/Research: Rlst,1,[56544],[],IND
RUSS10303,Undergraduate,Open,Mon Wed Fri : 11:30 AM-12:20 PM,"This course introduces modern Russian to students who would like to speak Russian or to use the language for reading and research. All four major communicative skills (i.e., reading, writing, listening comprehension, speaking) are stressed. Students are also introduced to Russian culture through readings, videos, and class discussions. This yearlong course prepares students for the College Language Competency Exam, for continued study of Russian in second-year courses, and for study or travel abroad in Russian-speaking countries. Conversation practice is held twice a week.",Maria Iakubovich,TBA,First-Year Russian-3,3,[42430],[],LEC
RUSS20303,Graduate,Open,Mon Wed Fri : 12:30 PM-01:20 PM,"This course continues RUSS 10103-10203-10303; it includes review and amplification of grammar, practice in reading, elementary composition, and speaking and comprehension. Systematic study of word formation and other strategies are taught to help free students from excessive dependence on the dictionary and develop confidence in reading rather than translating. Readings are selected to help provide historical and cultural background. Conversation practice is held twice a week.",Mark Baugher,TBA,Second-Year Russian-3,2,[42434],[],LEC
RUSS20902,Undergraduate,Open,Mon Wed Fri : 11:30 AM-12:20 PM,"This course, which is intended for third-year students of Russian, covers various aspects of Russian grammar in context and emphasizes the four communicative skills (i.e., reading, writing, listening comprehension, speaking) in a culturally authentic context. Excerpts from popular Soviet/Russian films and clips from Russian television news reports are shown and discussed in class. Classes conducted in Russian; some aspects of grammar explained in English. Drill practice is held twice a week.",Valentina Pichugin,TBA,Third-Year Russ: Culture-3,1,[42435],[],LEC
RUSS21502,Undergraduate,Open,Mon Wed Fri : 12:30 PM-01:20 PM,"This course, which is designed for fifth-year students of Russian, covers various aspects of Russian stylistics and discourse grammar in context. It emphasizes the four communicative skills (i.e., reading, writing, listening comprehension, speaking) in culturally authentic context. Clips from Russian/Soviet films and television news reports are shown and discussed in class. Classes conducted in Russian. Conversation practice is held twice a week.",Valentina Pichugin,TBA,Adv Russian Through Media-3,1,[42436],[],LEC
RUSS30302,Graduate,Open,Mon Wed Fri : 12:30 PM-01:20 PM,"This course, which is designed for fifth-year students of Russian, covers various aspects of Russian stylistics and discourse grammar in context. It emphasizes the four communicative skills (i.e., reading, writing, listening comprehension, speaking) in culturally authentic context. Clips from Russian/Soviet films and television news reports are shown and discussed in class. Classes conducted in Russian. Conversation practice is held twice a week.",Valentina Pichugin,TBA,Adv Russian Through Media-3,1,[42439],[],LEC
SALC20200,Undergraduate,Open,Mon Wed : 01:30 PM-02:50 PM,"The second quarter analyzes the colonial period (i.e., reform movements, the rise of nationalism, communalism, caste, and other identity movements) up to the independence and partition of India.",Dipesh Chakrabarty,Foster Hall 103,Intro To South Asian Civ-2,1,[53560],[],LEC
SALC20902,Undergraduate,Open,Tue Thu : 10:30 AM-11:50 AM,"Following on the Indian Philosophy I course offered winter term, this course will survey major developments in the mature period of scholastic philosophy in India — a period, beginning a little before the middle of the first millennium C.E., that is characterized by extensive and sophisticated debate (made possible by the emergence of a largely shared vocabulary of key philosophical concepts) among philosophers from a great variety of schools of thought.",Daniel Arnold,Swift Hall 208,Indian Philosophy-2,1,[41217],[],LEC
SALC28001,Undergraduate,Open,Tue : 01:30 PM-04:20 PM,"The course offers a socio-historical approach to the construction, flow, and exchange of literary images of colonial and imperial women between Bengal and Britain in the nineteenth-century. The course will provide the students an overview of the comparative socio-cultural exchange between Bengal and Britain through the writings of secondary stakeholders of colonialism--namely women. Classes will include textual case studies.",Sukla Chatterjee,TBA,Colonialism and Female Iconography: Bengal and Britain,1,[54457],[],SEM
SALC29503,Undergraduate,Open,Wed : 03:00 PM-05:50 PM,,David Shulman,TBA,Deccan Days:  Exploring South Indian Frontiers,1,[53564],[],SEM
SALC29700,Graduate,Open,TBA,"This course will be an introduction to the ideas and meditative practices of the Theravada school of South and Southeast Asian Buddhism, from ancient to modern times. It will study both classical texts and modern ethnography.",Steven Collins,TBA,Intro to Buddhism,1,[53569],[],LEC
SALC29900,Undergraduate,Open,TBA,"This individual reading course with faculty may be used for topics not requiring use of a South Asian language, for independent study, and by nonmajors who wish to explore a South Asian topic. Note(s): Students are required to submit the College Reading and Research Course Form.",Staff,TBA,Informal Course: South Asia,89,[58170],[],IND
SALC30902,Graduate,Open,Tue Thu : 10:30 AM-11:50 AM,"Following on the Indian Philosophy I course offered winter term, this course will survey major developments in the mature period of scholastic philosophy in India — a period, beginning a little before the middle of the first millennium C.E., that is characterized by extensive and sophisticated debate (made possible by the emergence of a largely shared vocabulary of key philosophical concepts) among philosophers from a great variety of schools of thought.",Daniel Arnold,Swift Hall 208,Indian Philosophy-2,1,[41218],[],LEC
SALC38304,Graduate,Open,Mon Wed : 03:00 PM-04:20 PM,"An exploration of Hindu attitudes to, and mythologies of, women, animals, people of low caste, members of various religious groups, homosexuals, foreigners, criminals, and in general violators of the codes of dharma. The course is designed around the new Norton Anthology of Hinduism, supplemented by a history of the Hindus. The readings will focus closely on a few texts, some Sanskrit and some from vernacular literatures, from several different historical periods. It will situate each major idea in the context of the historical events to which it responded: the Rig Veda in the Indo-European migrations, the Upanishads in the social crisis of the first great cities on the Ganges, and so forth, up to the present day BJP revisionist tactics. And it will emphasize the alternative traditions of women and the lower classes.",Wendy Doniger,Swift Hall 200,Ethical and Theological Issues in Hinduism,1,[41199],[],SEM
SALC39503,Graduate,Open,Wed : 03:00 PM-05:50 PM,,David Shulman,TBA,Deccan Days:  Exploring South Indian Frontiers,1,[53565],[],SEM
SALC39900,Graduate,Open,TBA,,Wendy Doniger,TBA,Informal Course: South Asia,5,[55735],[],IND
SANS10300,Graduate,Open,Mon Wed Fri : 10:30 AM-11:50 AM,"The first half (about fifteen weeks) of this sequence is spent mastering the reading and writing of the Devanagari script and studying the grammar of the classical Sanskrit language. The remainder of the sequence is devoted to close analytical reading of simple Sanskrit texts, which are used to reinforce the grammatical study done in the first half of this course. The aim is to bring students to the point where they are comfortably able, with the help of a dictionary, to read simple, narrative Sanskrit. Texts in Sanskrit",Gary Tubb,Foster Hall 209,First-Year Sanskrit-3,1,[40819],[],LEC
SANS20300,Graduate,Open,Tue Thu : 01:30 PM-02:50 PM,"This sequence begins with a rapid review of grammar learned in the introductory course, followed by readings from a variety of Sanskrit texts. The goals are to consolidate grammatical knowledge, expand vocabulary, and gain confidence in reading different styles of Sanskrit independently. The winter quarter will be a reading of the Mahabharata.",Whitney Cox,TBA,Second-Year Sanskrit-3,1,[40821],[],LEC
SANS30300,Undergraduate,Open,Mon Wed : 01:30 PM-02:50 PM,"Reading selections introduce major Sanskrit genres, including verse and prose narrative, lyric poetry, drama, and the intellectual discourse of religion, philosophy, and the sciences. Analysis of the language and style employed in commentarial texts and practice in reading such texts is also emphasized.",Gary Tubb,Foster Hall 209,Third-Year Sanskrit-3,1,[40823],[],LEC
SANS40300,Undergraduate,Open,Mon Wed : 01:30 PM-02:50 PM,"The goal of this sequence is to provide students with strong reading expertise in a wide range of Sanskrit texts in literature (poems and plays, verse and prose) and the scientific and philosophical discourses (e.g., grammar, logic, poetic theory, Buddhist thought), and commentarial literature on both.",Gary Tubb,Foster Hall 209,Fourth-Year Sanskrit-3,1,[40825],[],LEC
SANS47902,Undergraduate,Open,Mon Wed : 01:30 PM-02:50 PM,"Readings drawn from texts at an advanced level of difficulty in any of the relevant genres of Sanskrit, including literature, philosophy, literary theory, and religion, for students who have already completed fourth-year Sanskrit. Continuing attention is given to matters of grammar, style, scholastic techniques, and intellectual and cultural content.",Gary Tubb,Foster Hall 209,Readings: Advanced Sanskrit-3,1,[40828],[],LEC
SCTH20603,Undergraduate,Open,Fri : 10:30 AM-01:20 PM,,David Gutherz,Foster Hall 305,What was Cultural Studies,1,[43962],[],SEM
SCTH30004,Graduate,Open,Tue : 01:30 PM-04:20 PM,,Aaron Tugendhaft,Foster Hall 505,Law and Narrative: The Torah,1,[43965],[],SEM
SCTH30105,Graduate,Open,Mon : 01:30 PM-04:20 PM,,Irad Kimhi,Foster Hall 505,Introduction to Spinoza's Ethics,1,[54473],[],SEM
SCTH30510,Graduate,Open,Wed : 01:30 PM-04:20 PM,,Haun Saussy,Logan Center 801,Translation and Translation Theory,1,[54764],[],SEM
SCTH30925,Graduate,Open,Mon : 09:30 AM-12:20 PM,"Despite intertwined histories and many shared practices, the contemporary humanities and sciences stand in relationships of contrast and opposition to one another. The perceived fissure between the “Two Cultures” has been deepened by the fact that the bulk of all history and philosophy of science has been devoted to the natural sciences. This seminar addresses the history and epistemology of what in the nineteenth century came to be called the “sciences” and the “humanities” since the Renaissance from an integrated perspective. The historical sources will focus on shared practices in, among others, philology, natural history, astronomy, and history. The philosophical source will develop an epistemology of the humanities: how humanists know what they know.",Lorraine Daston,Foster Hall 305,The Humanities as a Way of Knowing,1,[43967],[],SEM
SCTH31223,Graduate,Open,TBA,,Laura M Slatkin,Foster Hall 305,"""Homer's Odyssey: Estrangement and Homecoming""",1,[54429],[],SEM
SCTH31926,Graduate,Open,Tue Thu : 10:30 AM-11:50 AM,An inquiry into Socrates based on two contrasting works.,James M Redfield,Foster Hall 305,Aristophanes' Clouds and Plato's Gorgias,1,[53797],[],SEM
SCTH32202,Graduate,Open,Mon Wed : 03:00 PM-04:20 PM,"An exploration of Hindu attitudes to, and mythologies of, women, animals, people of low caste, members of various religious groups, homosexuals, foreigners, criminals, and in general violators of the codes of dharma. The course is designed around the new Norton Anthology of Hinduism, supplemented by a history of the Hindus. The readings will focus closely on a few texts, some Sanskrit and some from vernacular literatures, from several different historical periods. It will situate each major idea in the context of the historical events to which it responded: the Rig Veda in the Indo-European migrations, the Upanishads in the social crisis of the first great cities on the Ganges, and so forth, up to the present day BJP revisionist tactics. And it will emphasize the alternative traditions of women and the lower classes.",Wendy Doniger,Swift Hall 200,Ethical and Theological Issues in Hinduism,1,[41200],[],SEM
SCTH34012,Graduate,Open,Fri : 11:30 AM-02:20 PM,,Olga Solovieva,TBA,Kurosawa and His Sources,1,[53945],[],SEM
SCTH34017,Graduate,Open,Mon Wed : 01:30 PM-02:50 PM,,Francoise Lavocat,TBA,Fact and Fiction:  Hoaxes and Misunderstandings,1,[55056],[],LEC
SCTH35003,Graduate,Open,Tue : 01:30 PM-04:20 PM,"Symbolism in Western European literature and visual arts is usually seen as a triumph of the psychological, the navel-gazing, in the words of James Ensor, the ""Moi universel"". But it is as much a dogged search for objective grounds of expression and intelligibility amidst a sea of subjectivity: from Van Gogh's letters and Mallarme's poems to the new logical symbolism of Frege and the stream of consciousness of William James, the epoch saw an unprecedented effort to rationalize the private, the incommunicable, experience itself. This is a broad revisionist look at a transitional but key era in intellectual history, featuring some new material from the instructor's own work in progress.",Andrei Pop,Cochrane-Woods Art Ctr 153,Symbolism between University and Solipsism,1,[43973],[],SEM
SCTH36014,Graduate,Open,Thu : 01:30 PM-04:20 PM,,Rosanna Warren,Foster Hall 305,T.S. Eliot,1,[43979],[],SEM
SCTH36015,Graduate,Open,Tue : 12:00 PM-03:00 PM,,"Thomas Pavel, Rosanna Warren",Foster Hall 305,The New Criticism,1,[43983],[],SEM
SCTH37320,Graduate,Open,Mon Wed : 10:30 AM-01:20 PM,"No philosopher before Leo Strauss stressed with similar emphasis that philosophy has to be conceived not as a discipline or a set of doctrines but as a way of life, and few have so sharply grasped the philosophic life and separated it from edifying trivializations or pious appropriations as Strauss did in the very same essay in which he introduced the concept for the first time: “The Law of Reason in the Kuzari.” The seminar will focus on this text, which seems to deal with a rather remote historical subject. Originally published in 1943, it is one of Strauss’s most intransigent essays. I shall also discuss “On Classical Political Philosophy” (1945), “The Spirit of Sparta or the Taste of Xenophon” (1939), and “Farabi’s Plato” (1945).",Heinrich Meier,Foster Hall 505,Leo Strauss on the Philosophic Life,1,[43986],[],SEM
SCTH38004,Graduate,Closed,Tue Thu : 12:00 PM-01:20 PM,,Robert B Pippin,TBA,Hegel’s Philosophy of Right,1,[53530],"[{'sectionname': 'Section 1D01 [53531] - DIS Closed', 'daytime': 'Fri : 09:30 AM-10:20 AM', 'instructor': 'Koschel'}]",LEC
SCTH38201,Graduate,Closed,Tue Thu : 03:00 PM-04:20 PM,"The course will examine two major French existential thinkers, Blaise Pascal and Simone Weil, focusing on their intellectual background, their strong originality, and their religious perspective.",Thomas Pavel,Wieboldt Hall 207,Pascal and Simone Weil,1,[55055],[],LEC
SCTH49800,Graduate,Open,TBA,,Paul Friedrich,TBA,Reading Course: Non Soc Th,9,[56966],[],IND
SCTH49900,Graduate,Open,TBA,,Paul Friedrich,TBA,Reading Course: Soc Th,9,[56989],[],IND
SCTH55604,Graduate,Open,Thu : 10:30 AM-01:20 PM,,Irad Kimhi,Foster Hall 505,"Metaphysics: Substance, Subject, Freedom",1,[54471],[],SEM
SCTH59900,Graduate,Open,TBA,,Paul Friedrich,TBA,Dissertation Research: Soc Th,9,[57012],[],RSC
SIGN26000,Undergraduate,Open,Mon Wed Fri : 12:30 PM-01:20 PM,"Why are so many societies – including our own – obsessed with building monumental things like pyramids and palaces? What do we learn about cultures past and present from the monuments they built? This course explores famous monuments from around the world to answer these questions through the lens of archaeology, architecture, and art history.",James Osborne,TBA,BIG: Monumental Buildings and Sculptures in the Past and Present,1,[43145],[],LEC
SIGN26001,Undergraduate,Open,Tue Thu : 04:30 PM-05:50 PM,This is a class addressing the possibility of self-directed ethical change. Can you make yourself into a different person from the person that you are? Some readings from hist. of phil (Kant/ Nietzsche) but mostly contemporary readings from autonomy/moral psychology literature.,Agnes Callard,TBA,Self-Creation as a Philosophical and Literary Problem,1,[53460],[],LEC
SIGN26003,Undergraduate,Open,Tue : 12:00 PM-02:50 PM,"One can distinguish four ways in which science and aesthetics are related during the period since the Renaissance. First, science has been the subject of artistic representation, in painting and photography, in poetry and novels (e.g., in Byron’s poetry, for example). Second, science has been used to explain aesthetic effects (e.g., Helmholtz’s work on the way painters achieve visual effects or musicians achieve tonal effects). Third, aesthetic means have been used to convey scientific conceptions (e.g., through illustrations in scientific volumes or through aesthetically affective and effective writing). Finally, philosophers have stepped back to consider the relationship between scientific knowing and aesthetic comprehension (e.g., Kant, Bas van Fraassen); much of the discussion of this latter will focus on the relation between images and what they represent. In this lecture-discussion course we will consider all of these aspects of the science-aesthetic connection.",Robert Richards,TBA,Science and Aesthetics in the 18th-21st Centuries,1,[42926],[],SEM
SIGN26004,Undergraduate,Open,Tue Thu : 09:00 AM-10:20 AM,"Current political and recent academic debate has centered on income or wealth inequality. Data suggests a rapidly growing divergence between those earners at the bottom and those at the top. This course seeks to place that current concern in conversation with a range of moments in nineteenth and twentieth century history when literature and economics converged on questions of economic inequality. In keeping with recent political economic scholarship by Thomas Piketty, we will be adopting a long historic view and a somewhat wide geographic scale as we explore how economic inequality is represented, measured, assessed, and addressed. Readings will include some of the following literature: Hard Times, Le Pere Goriot, The Jungle, The Time Machine, Native Son, Landscape for a Good Woman, White Tiger; and some of the following economic and political texts: Principles of Political Economy, The Acquisitive Society, The Theory of the Leisure Class, Capital (Marx and Piketty), The Price of Inequality, and Inequality Re-examined. (B, G, H)",Elaine Hadley,Rosenwald Hall 405,Richer and Poorer: Income Inequality,1,[43756],[],SEM
SIGN26005,Undergraduate,Open,Mon Wed : 01:30 PM-02:50 PM,"Prior knowledge of the Middle East not required. This course aims to facilitate a general understanding of some key factors that have shaped life in this region, with primary emphasis on modern conditions and their background, and to provide exposure to some of the region's rich cultural diversity. This course can serve as a basis for the further study of the history, politics, and civilizations of the Middle East.",Fred M Donner,TBA,Intro To The Middle East,1,[53836],[],LEC
SIGN26006,Undergraduate,Open,Tue Thu : 03:00 PM-04:20 PM,"What is a ghost? How and why are ghosts represented in particular forms in a particular culture at particular historical moments and how do these change as stories travel between cultures? This course will explore the complex meanings, both literal and figurative, of ghosts and the fantastic in traditional Chinese, Japanese, and Korean tales, plays, and films . Issues to be explored include: 1) the relationship between the supernatural, gender, and sexuality; 2) the confrontation of death and mortality; 3) collective anxieties over the loss of the historical past 4) and the visualization (and exorcism) of ghosts through performance.",Judith Zeitlin,TBA,Traditional E A Lit: Ghosts and the Fantastic,1,[53804],[],LEC
SIGN26007,Undergraduate,Open,Tue Thu : 10:30 AM-11:50 AM,,Chris Kennedy,TBA,Truth,1,[41828],[],LEC
SIGN26008,Undergraduate,Open,Wed : 12:30 PM-03:20 PM,"This course deals with theories of time, history, and representation while making those ideas and problems concrete through a study of the way in which history in Japan has been mediated by the cinema. It explores the ""timefulness"" of cinematic images without assuming their automatic relation to the world or dismissing films for their invention, compression, and elision of historical facts. A close reading of a wide range of films produced in and about Japan in tandem with primary and secondary materials on theories of time, images, and national history will highlight the historicity and history of both film and Japan.",James Ketelaar,TBA,Japanese Hist:Thru Film/Texts,1,[42910],[],SEM
SIGN26009,Undergraduate,Open,Tue Thu : 09:00 AM-10:20 AM,"The history of the American Musical in the 20th century is paradoxical. While the genre is one often denigrated as staging lyrical utopias of Romance and adventure allowing audiences to escape depressing quotidian realities, many musicals did seek to engage some of the most pressing social issues of their day. In this course, we will look—and listen—closely to four differing musicals from the 20th century, studying their creative origins, while also analyzing their complex social meanings revealed through the story, music, lyrics, staging, and dance. Musicals to be covered: Show Boat (1927), Oklahoma! (1943), My Fair Lady (1953), and Company (1970). A visit to the Lyric Opera production of My Fair Lady is planned.",Thomas Christensen,Logan Center 901,Making and Meaning in the American Musical,1,[54455],[],SEM
SOCI20103,Undergraduate,Open,Tue Thu : 12:00 PM-01:20 PM,"Social stratification is the unequal distribution of the goods that members of a society value (e.g., earnings, income, authority, political power, status, prestige). This course introduces various sociological perspectives about stratification. We look at major patterns of inequality throughout human history, how they vary across countries, how they are formed and maintained, how they come to be seen as legitimate and desirable, and how they affect the lives of individuals within a society. The readings incorporate classical theoretical statements, contemporary debates, and recent empirical evidence.",Ross M Stolzenberg,TBA,Social Stratification,1,[54208],[],LEC
SOCI20107,Undergraduate,Open,Wed : 01:30 PM-04:20 PM,"After briefly reviewing several biological and psychological approaches to human sexuality as points of comparison, this course explores the sociological perspective on sexual conduct and its associated beliefs and consequences for individuals and society. Substantive topics include gender relations; life-course perspectives on sexual conduct in youth, adolescence, and adulthood; social epidemiology of sexually transmitted infections (e.g., AIDS); sexual partner choice and turnover; and the incidence/prevalence of selected sexual practices.",Edward O Laumann,TBA,Sociology Of Human Sexuality,1,[42044],[],LEC
SOCI20112,Undergraduate,Open,Mon : 09:30 AM-12:20 PM,"A number of diverse methodological problems such as correlates of change, analysis of multi-level data, and certain aspects of meta-analysis share a common feature—a hierarchical structure. The hierarchical linear model offers a promising approach to analyzing data in these situations. This course will survey the methodological literature in this area, and demonstrate how the hierarchical linear model can be applied to a range of problems.",Stephen Raudenbush,TBA,Appl Hierarchical Linear Model,1,[42047],[],LEC
SOCI20140,Undergraduate,Open,Tue Thu : 10:30 AM-11:50 AM,"This course introduces techniques of, and approaches to, ethnographic field research. We emphasize quality of attention and awareness of perspective as foundational aspects of the craft. Students conduct research at a site, compose and share field notes, and produce a final paper distilling sociological insight from the fieldwork.",Omar McRoberts,TBA,Qualitative Field Methods,1,[42058],[],SEM
SOCI20157,Undergraduate,Open,Wed : 03:00 PM-05:50 PM,"This course examines mathematical models and related analyses of social action, emphasizing a rational-choice perspective. About half the lectures focus on models of collective action, power, and exchange as developed by Coleman, Bonacich, Marsden, and Yamaguchi. Then the course examines models of choice over the life course, including rational and social choice models of marriage, births, friendship networks, occupations, and divorce. Both behavioral and analytical models are surveyed.",Kazuo Yamaguchi,TBA,Mathematical Models,1,[42061],[],SEM
SOCI20192,Undergraduate,Open,Tue Thu : 10:30 AM-11:50 AM,"From at least the Renaissance until some time around the middle of the twentieth century, social class was the pre-eminent, generalized determinant of life chances in European and, eventually, American societies. Social class had great effect on one's social standing; economic well-being; political power; access to knowledge; and even longevity, health, and height. In that time, there was hardly an aspect of life that was not profoundly influenced by social class. In the ensuing period, the effects of social class have receded greatly, and perhaps have even vanished. In their place formal schooling has become the great generalized influence over who gets access to the desiderata of social life, including food, shelter, political power, and medical care. So it is that schooling is sociologically interesting for reasons that go well beyond education. The purpose of this course is to review what is known about the long-term effects of schooling.",Ross M Stolzenberg,TBA,The Effects of Schooling,1,[42066],[],LEC
SOCI20221,Undergraduate,Open,Tue Thu : 04:30 PM-05:50 PM,"Cities have long been viewed as the natural home of crime, deviance, vice, and immorality. This course makes sociological sense of this relationship, examining how cities “breed,” “need,” and “fight” these stereotypical urban ills. Students will explore these topics from a number of perspectives, including criminological theory, up-close accounts of the drug economy, and portraits of everyday life in today’s hyper-policed ghettos. Through a series of field assignments, students utilize theories and concepts from the course to analyze issues of deviance, crime, and criminal justice in Chicago.",Forrest Stuart,TBA,Crime and the City,1,[42068],[],SEM
SOCI20222,Undergraduate,Open,Tue Thu : 10:30 AM-11:50 AM,"Under what conditions do philanthropy and other forms of private action come to be significant elements of the provision of public goods? What are the consequences of organizing society in this way? In this course, we will address the social role of philanthropy, its historical development as a significant economic and political institution, and the place of philanthropy in contemporary public policy and civic projects.",Elisabeth Clemens,TBA,Philanthropy: Private Acts and Public Goods,1,[42071],[],SEM
SOCI20233,Undergraduate,Open,Wed : 01:30 PM-04:20 PM,"This survey course in the sociology of race offers a socio-historical investigation of race in American society. We will examine issues of race, ethnic and immigrant settlement in the United States. Also, we shall explore the classic and contemporary literature on race and inter-group dynamics. Our investigative tools will include an analysis of primary and secondary sources, multimedia materials, photographic images, and journaling. While our survey will be broad, we will treat Chicago and its environs as a case study to comprehend the racial, ethnic, and political challenges in the growth and development of a city.",Sharon Hicks-Bartlett,Edelstone Hall 151,Race in Contemporary American Society,1,[42073],[],SEM
SOCI20248,Undergraduate,Open,Mon Wed : 04:30 PM-05:50 PM,"By virtue of who we are born to and the social world that surrounds us as we grow, some individuals have a better chance of living a long, healthy life than others. In this course, we leverage sociological and social scientific concepts, theories and methods to examine how these inequalities in morbidity, mortality, and health behaviors develop and change across the life course from infancy to later life. We will pay particular attention to how individual characteristics (namely gender, race/ethnicity, socioeconomic status, and sexual orientation, but also genetic vulnerabilities) interact with social-structural, institutional, and cultural realities to shape individual’s physical and mental health. We will also discuss how social conditions, particularly during key developmental stages, can have lifelong consequences for individual’s health and well-being.",Anna Mueller,Rosenwald Hall 329,"Inequality, Health and the Life Course",1,[43214],[],SEM
SOCI20252,Undergraduate,Open,Mon Wed : 04:30 PM-05:50 PM,"Activists from Balzac, Jane Jacobs, and others today seek to change the world using the arts. Ignored by most social science theories, these new cultural initiatives and policies are increasing globally. Urban planning and architecture policies, walking and parades, posters and demonstrations, new coffee shops and storefront churches reinforce selective development of specific cities and neighborhoods. These transform our everyday social environments into new types of scenes. They factor into crucial decisions, about where to work, to open a business, to found a political activist group, to live, what political causes to support, and more. The course reviews new case studies and comparative analyses from China to Chicago to Poland that detail these processes. Students are encouraged to explore one type of project.",Terry N Clark,TBA,Urban Innovation: Cultural Place Making and Scenescapes,1,[42076],[],LEC
SOCI20257,Undergraduate,Open,Fri : 01:30 PM-04:20 PM,"The term “Third World” has become outmoded and politically incorrect. The category has become increasingly differentiated over time, and academic discourse has shifted its focus from difference to integration in the form of “globalization.” If, today, it would appear naïve to use the term indiscriminately, it would be equally naïve to dispense with it altogether. We continue to make the distinction between “first” and “third” worlds (although using different, euphemistic terms) because it marks real differences between domains. In this course, we take up the difference in urban structures and processes. We will consider the “Third World city” a meaningful analytical category—to be distinguished, on the one hand, from the “First World” cities that inform so much of urban sociology, and, on the other, from global cities. We will spend the course discussing how and why these cities are different. In particular, we will talk about their explosive growth in the twentieth century, the precarious nature of urban employment, informal settlement as a major urban form, the housing divide as a social structure distinct to such cities, class formation, the impact of neoliberal reforms, democratization, urban spatial restructuring in the 1990s, and urban politics. You will be expected to conduct extensive research on a Third World city of your choice.",Marco Garrido,TBA,The Third World City,1,[42078],[],SEM
SOCI20258,Undergraduate,Open,Tue : 09:00 AM-11:50 AM,"What are the cultural dimensions of economic and financial institutions and financial action? What social variables influence and shape 'real' markets and market activities? 'If you are so smart, why aren't you rich?' is a question economists have been asked in the past. Why isn't it easy to make money in financial areas even if one knows what economists know about markets, finance and the economy? And why, on the hand, is it so easy to get rich for some participants? Perhaps the answer is the real markets are complex social and cultural institutions which are quite different form organizations, administrations and the production side of the economy. The course provides an overview over social and cultural variables and patterns that play a role in economic behavior and specifically in financial markets. The readings examine the historical and structural embeddedness of economic action and institutions, the different constructions and interpretations of money, prices, and other dimensions of a market economy, and how a financial economy affects organizations, the art and other areas.",Karin Knorr Cetina,Haskell Hall M102,Maverick Markets:  Cultural Economy and Cultural Finance,1,[54364],[],SEM
SOCI28073,Undergraduate,Open,Tue Thu : 12:00 PM-01:20 PM,"How do objects of art become valuable, precious, and even sacred in the eyes of social subjects? Regarding the gallery arts, literature, music, and performance, this course considers how artists and administrators navigate value through networked hierarchies, positioning within fields, and institutional judgments. Within the intersecting and perhaps competing dimensions of culture and economy, we seek to understand the social processes setting apart art from crafts, collectibles, and commodities.",Whitney Johnson,Social Sciences Rsch Bldg 404,Sociology of the Arts,1,[42080],[],SEM
SOCI28074,Undergraduate,Open,Tue Thu : 03:00 PM-04:20 PM,,Nora Taplin-Kaguru,Social Sciences Rsch Bldg 404,Sociology of Social Media,1,[42081],[],SEM
SOCI29997,Undergraduate,Open,TBA,"Students are required to submit the College Reading and Research Course Form. With consent of instructor, students may take this course for P/F grading if it is not being used to meet program requirements. Prerequisite(s): Consent of instructor and program chair.",Staff,TBA,Readings: Sociology,89,[56644],[],IND
